分类,原始query,正则query,模版,语义相似性,编辑距离,编辑距离相似性,weighted_sim
版本更新,今日更新更新了哪些东西,今日更新更新哪些东西,"('查新更新', 2)",0.8837865,7,0.3,0.70865055
版本更新,那你帮我更新,那你帮我更新,"('帮我更新', 2)",0.96837246,2,0.666666667,0.877860725
版本更新,英雄碎片商店不更新,英雄碎片商店更新,"('英雄更新', 2)",0.88916147,4,0.5,0.772413027
版本更新,最近的违规,最近违规,"('最近公告', 2)",0.83465606,2,0.5,0.734259242
版本更新,天会更新吗,天会更新,"('更新', 2)",0.8822857,2,0.5,0.7676
版本更新,帮我关注官网公告,帮我关注官网公告,"('最近公告', 2)",0.91345257,6,0.25,0.714416796
版本更新,资源怎么更新,资源怎么更新,"('更新', 2)",0.87615657,4,0.333333333,0.713309598
版本更新,亚瑟更新内容,亚瑟更新内容,"('英雄更新', 2)",0.8748839,4,0.333333333,0.712418723
版本更新,最近官网公告,最近官网公告,"('最近公告', 2)",0.9528396,2,0.666666667,0.866987729
版本更新,全服更新,全服更新,"('更新', 2)",0.9107106,2,0.5,0.787497401
版本更新,是不是更新了,是不是更新,"('查一下更新', 2)",0.932754,3,0.4,0.772927786
版本更新,有版本不一样，怎么更新,有版本，怎么更新,"('版本更新', 2)",0.9116561,4,0.5,0.788159257
版本更新,版本更新锅底,版本更新锅底,"('版本更新', 2)",0.9373332,2,0.666666667,0.856133258
版本更新,如何查看赛季更新,如何查看赛季更新,"('查一下更新', 2)",0.8400705,5,0.375,0.70054934
版本更新,最近英雄的优化,最近英雄优化,"('最新英雄更新', 2)",0.9163449,3,0.5,0.791441417
版本更新,语音公告,语音公告,"('这次公告', 2)",0.889209,2,0.5,0.772446281
版本更新,王者最新的英雄是哪一位,王者最新英雄是哪一位,"('最新英雄更新', 2)",0.88666165,6,0.4,0.740663154
版本更新,7月19更新内容,月19更新内容,"('近期更新', 2)",0.9095299,5,0.285714286,0.722385233
版本更新,王者新英雄故事,王者新英雄故事,"('最新英雄更新', 2)",0.85793483,4,0.428571429,0.729125811
版本更新,开启版本更新,开启版本更新,"('版本更新', 2)",0.9174123,2,0.666666667,0.842188597
版本更新,英雄在哪改,英雄在改,"('英雄更新', 2)",0.9070051,2,0.5,0.78490355
版本更新,最近获得的英雄是哪一个,最近获得英雄是一个,"('最新英雄更新', 2)",0.89810354,6,0.333333333,0.728672475
版本更新,谁克新英雄,谁克新英雄,"('最新英雄更新', 2)",0.86398363,4,0.333333333,0.704788542
版本更新,下一次我就更新,下一次我就更新,"('这次更新', 2)",0.91592634,4,0.428571429,0.769719865
版本更新,任务栏观看历史不更新,任务栏观看历史更新,"('查看更新', 2)",0.8585081,6,0.333333333,0.700955677
版本更新,战力一点更新啊,战力一点更新,"('英雄更新', 2)",0.8666078,4,0.333333333,0.70662545
版本更新,最近英雄强势,最近英雄强势,"('最新英雄更新', 2)",0.9270086,3,0.5,0.79890604
版本更新,墨子更新介绍,墨子更新介绍,"('最新更新', 2)",0.862489,4,0.333333333,0.70374229
版本更新,优先更新,优先更新,"('更新', 2)",0.8580512,2,0.5,0.750635827
版本更新,更新清理,更新清理,"('更新', 2)",0.8739815,2,0.5,0.761787033
版本更新,新赛季英雄视频,新赛季英雄视频,"('最新英雄更新', 2)",0.9286355,5,0.285714286,0.73575912
版本更新,更新西,更新西,"('新更新', 2)",0.8787527,2,0.333333333,0.715126896
版本更新,王者英雄更换,王者英雄更换,"('最新英雄更新', 2)",0.85647243,3,0.5,0.749530703
版本更新,英雄界面海报,英雄界面海报,"('英雄公告', 2)",0.85951483,4,0.333333333,0.701660383
版本更新,什么英雄出了新技能,什么英雄出新技能,"('最新英雄更新', 2)",0.87960863,5,0.375,0.728226042
版本更新,每周英雄战力更新时间,每周英雄战力更新时间,"('最新英雄更新', 2)",0.8479618,6,0.4,0.713573248
版本更新,更新公告，能帮忙查看一下吗,更新公告，能帮忙查看一下,"('更新公告', 2)",0.940754,8,0.333333333,0.758527797
版本更新,赛季开始更新了,赛季开始更新,"('这次更新', 2)",0.868395,4,0.333333333,0.70787648
版本更新,最新的更新,最新更新,"('最新更新', 2)",0.99999994,0,1,0.999999958
版本更新,看一下英雄调整,看一下英雄调整,"('最新英雄更新', 2)",0.891009,5,0.285714286,0.709420567
版本更新,有哪些英雄，有新原皮,有哪些英雄，有新原皮,"('最新英雄更新', 2)",0.88560975,7,0.3,0.709926822
版本更新,新英雄预测,新英雄预测,"('最新英雄更新', 2)",0.8875885,3,0.5,0.771311951
版本更新,版本8.2.1.8更新,版本8.21.8更新,"('最新版本更新', 2)",0.932902,8,0.2,0.713031385
版本更新,在哪查询英雄调整,在查询英雄调整,"('最新英雄更新', 2)",0.8984403,5,0.285714286,0.714622497
版本更新,英雄调整近期英雄调整,英雄调整近期英雄调整,"('最新英雄更新', 2)",0.95163393,8,0.2,0.726143751
版本更新,最肉的英雄是啥,最肉英雄是啥,"('最新英雄更新', 2)",0.8055369,3,0.5,0.713875848
版本更新,本赛季的英雄排名,本赛季英雄排名,"('最新英雄更新', 2)",0.8919034,5,0.285714286,0.710046666
版本更新,最新的版本是,最新版本是,"('最新版本更新', 2)",0.936957,2,0.666666667,0.855869901
版本更新,我怎么更新,我怎么更新,"('更新', 2)",0.89216316,3,0.4,0.74451421
版本更新,最近英雄装备调整,最近英雄装备调整,"('最新英雄更新', 2)",0.90647817,5,0.375,0.747034717
版本更新,王者荣耀最新的英雄调整有哪些,王者荣耀最新英雄调整有哪些,"('最新英雄更新', 2)",0.90923554,9,0.307692308,0.728772568
版本更新,新版本什么时候更新呢,新版本什么时候更新,"('最新版本更新', 2)",0.8723209,5,0.444444444,0.743957957
版本更新,关于版本如何更新,关于版本如何更新,"('版本更新', 2)",0.9238525,4,0.5,0.796696752
版本更新,八月十日 更新,八月十日更新,"('近期更新', 2)",0.86931616,4,0.333333333,0.708521312
版本更新,查看我的更新,查看我更新,"('查看更新', 2)",0.9616252,1,0.8,0.913137653
版本更新,但是我们都更新了,但是我们都更新,"('这次更新', 2)",0.9003875,5,0.285714286,0.715985554
版本更新,更新版本￼,更新版本￼,"('新版本更新', 2)",0.95953864,3,0.4,0.791677047
版本更新,最近高光时刻,最近高光时刻,"('最近更新', 2)",0.86508995,4,0.333333333,0.705562967
版本更新,近期英雄强度调整,近期英雄强度调整,"('最新英雄更新', 2)",0.9401687,6,0.25,0.733118075
版本更新,所有英雄新的调整,所有英雄新调整,"('最新英雄更新', 2)",0.92843425,5,0.285714286,0.735618263
版本更新,出个新英雄吧,出个新英雄,"('最新英雄更新', 2)",0.8916101,4,0.333333333,0.72412706
版本更新,我想把英雄更换了,我想把英雄更换,"('英雄更新', 2)",0.84703887,4,0.428571429,0.721498634
版本更新,最近有什么新模式,最近有什么新模式,"('最近更新', 2)",0.86350656,5,0.375,0.716954589
版本更新,澜最近更新,澜最近更新,"('最近更新', 2)",0.8932063,1,0.8,0.865244409
版本更新,近期更新通告,近期更新通告,"('更新公告', 2)",0.9733869,3,0.5,0.831370819
版本更新,英雄标几点更新,英雄标几点更新,"('英雄更新', 2)",0.80309445,3,0.571428571,0.733594684
版本更新,查看现版本英雄改动,查看现版本英雄改动,"('最新英雄更新', 2)",0.9111536,7,0.222222222,0.704474197
版本更新,近期英雄调整情报,近期英雄调整情报,"('最新英雄更新', 2)",0.9493451,6,0.25,0.739541578
版本更新,我想更新我的心情,我想更新我心情,"('我要更新', 2)",0.8315873,4,0.428571429,0.710682549
版本更新,版本更新玄机,版本更新玄机,"('版本更新', 2)",0.9287437,2,0.666666667,0.850120604
版本更新,王者更新星,王者更新星,"('英雄更新', 2)",0.8639499,3,0.4,0.724764926
版本更新,我买的新英雄是谁,我买新英雄是谁,"('最新英雄更新', 2)",0.8782886,4,0.428571429,0.743373467
版本更新,被英雄调整,被英雄调整,"('英雄更新', 2)",0.85338736,3,0.4,0.717371149
版本更新,设么时候更新,设时候更新,"('更新', 2)",0.84727764,3,0.4,0.713094349
版本更新,我要说要,我要说要,"('我要更新', 2)",0.82562125,2,0.5,0.727934873
版本更新,版本速敌,版本速敌,"('版本更新', 2)",0.8207523,2,0.5,0.724526626
版本更新,版本英雄排行榜,版本英雄排行榜,"('最新英雄更新', 2)",0.9114467,5,0.285714286,0.723726969
版本更新,下个赛季新英雄是谁,下个赛季新英雄是谁,"('最新英雄更新', 2)",0.89111173,6,0.333333333,0.723778212
版本更新,峡谷新英雄,峡谷新英雄,"('最新英雄更新', 2)",0.8777978,4,0.333333333,0.714458448
版本更新,这一次更新的调整,这一次更新调整,"('这次更新', 2)",0.95800126,3,0.571428571,0.842029451
版本更新,新的更换,新更换,"('新更新', 2)",0.92069626,1,0.666666667,0.844487381
版本更新,好有更新趣事,好有更新趣事,"('新更新', 2)",0.85791874,4,0.333333333,0.700543118
版本更新,禁了新英雄,禁新英雄,"('新英雄更新', 2)",0.8686054,3,0.4,0.728023763
版本更新,赛季更新，英雄战力继承,赛季更新，英雄战力继承,"('新英雄更新', 2)",0.9002644,8,0.272727273,0.712003249
版本更新,就是明天更新吗,明天更新,"('本次更新', 2)",0.89022136,2,0.5,0.77315495
版本更新,怎么更新我的版本,怎么更新我版本,"('版本更新', 2)",0.89087105,5,0.285714286,0.709324019
版本更新,新英雄，艾丽亚,新英雄，艾丽亚,"('新英雄更新', 2)",0.8716874,4,0.428571429,0.738752617
版本更新,英雄榜周几更新,英雄榜周几更新,"('英雄更新', 2)",0.81640804,3,0.571428571,0.742914198
版本更新,的，最近刁钻,，最近刁钻,"('最近更新', 2)",0.8355576,3,0.4,0.704890306
版本更新,梦想英雄榜什么时候更新,梦想英雄榜什么时候更新,"('想英雄更新', 2)",0.83145,6,0.454545455,0.718378626
版本更新,英雄更新,英雄更新,"('英雄更新', 2)",1.0000002,0,1,1.000000167
版本更新,新英雄获得经验,新英雄获得经验,"('新英雄更新', 2)",0.89046824,4,0.428571429,0.751899196
版本更新,新英雄出来了那个,新英雄出来那个,"('新英雄更新', 2)",0.91413176,4,0.428571429,0.768463661
版本更新,你英雄调整,你英雄调整,"('新英雄更新', 2)",0.8521091,3,0.4,0.716476352
版本更新,是新英雄，亚脸,是新英雄，亚脸,"('新英雄更新', 2)",0.89023376,4,0.428571429,0.751735057
版本更新,最近有没有新的英雄,最近有没有新英雄,"('最新英雄更新', 2)",0.9455667,6,0.25,0.7368967
版本更新,查看当前版本更新,查看当前版本更新,"('最新版本更新', 2)",0.9171879,4,0.5,0.79203155
版本更新,两个新英雄是谁,两个新英雄是谁,"('新英雄更新', 2)",0.8732394,4,0.428571429,0.739839007
版本更新,打一新英雄获得方法,打一新英雄获得方法,"('新英雄更新', 2)",0.87172186,6,0.333333333,0.710205305
版本更新,人物资源更新,人物资源更新,"('新英雄更新', 2)",0.8801954,4,0.333333333,0.716136765
版本更新,赛季的版本变动,赛季版本变动,"('版本更新', 2)",0.87417364,4,0.333333333,0.711921549
版本更新,新英雄还能获取吗,新英雄还能获取,"('新英雄更新', 2)",0.9237431,4,0.428571429,0.775191619
版本更新,新台词,新台词,"('新更新', 2)",0.8588748,2,0.333333333,0.701212358
版本更新,S2英雄改动,s2英雄改动,"('新英雄更新', 2)",0.86231065,4,0.333333333,0.703617454
版本更新,最近英雄强化,最近英雄强化,"('最新英雄更新', 2)",0.9348489,3,0.5,0.804394233
版本更新,皮肤商店更新。,皮肤商店更新,"('版本更新', 2)",0.8734187,4,0.333333333,0.711393082
版本更新,我获得了新英雄，想试一下,我获得新英雄，想试一下,"('新英雄更新', 2)",0.9111893,8,0.272727273,0.719650704
版本更新,局内装备的更新,局内装备更新,"('英雄更新', 2)",0.8677615,4,0.333333333,0.707433045
版本更新,这次更新我的金币少了,这次更新我金币少,"('这次更新', 2)",0.7892882,4,0.5,0.702501756
版本更新,用途更新,用途更新,"('版本更新', 2)",0.86108917,2,0.5,0.752762419
版本更新,我说他为啥不更新,我说他为啥更新,"('查一下更新', 2)",0.88059515,5,0.285714286,0.702130889
版本更新,更新详细,更新详细,"('最新更新', 2)",0.947797,3,0.25,0.7384579
版本更新,这周要更新吗,这周要更新,"('这次更新', 2)",0.9077675,2,0.6,0.815437232
版本更新,新英雄，有老师吗,新英雄，有老师,"('新英雄更新', 2)",0.88465023,4,0.428571429,0.74782659
版本更新,最新更新东炮,最新更新东炮,"('最新更新', 2)",0.8121622,2,0.666666667,0.768513554
版本更新,新英雄年有真伤吗,新英雄年有真伤,"('新英雄更新', 2)",0.82228154,4,0.428571429,0.704168506
版本更新,有什么新出来的英雄？,有什么新出来英雄？,"('最新英雄更新', 2)",0.9295085,7,0.222222222,0.717322622
版本更新,停止更新。,停止更新,"('更新', 2)",0.8414365,2,0.5,0.739005554
版本更新,新版本的更新,新版本更新,"('新版本更新', 2)",0.99999994,0,1,0.999999958
版本更新,更新后的英雄调整有哪些,更新后英雄调整有哪些,"('最新英雄更新', 2)",0.9130223,7,0.3,0.729115596
版本更新,高渐离最近更新,高渐离最近更新,"('最近更新', 2)",0.8716831,3,0.571428571,0.781606756
版本更新,最近游戏更新,最近游戏更新,"('最新更新', 2)",0.9111614,3,0.5,0.787812996
版本更新,随便，想更新,随便，想更新,"('想更新', 2)",0.9425709,3,0.5,0.809799647
版本更新,最近那个英雄被削弱了,最近那个英雄被削弱,"('最新英雄更新', 2)",0.885641,6,0.333333333,0.719948685
版本更新,最近谁调整了,最近谁调整,"('最近更新', 2)",0.86427164,3,0.4,0.724990149
版本更新,碎片商城新才更新,碎片商城新才更新,"('新更新', 2)",0.850384,5,0.375,0.707768798
版本更新,英雄变动在哪看,英雄变动在看,"('英雄更新', 2)",0.86945796,4,0.333333333,0.708620572
版本更新,有心什么新英雄上任,有心什么新英雄上任,"('最新英雄更新', 2)",0.85787594,6,0.333333333,0.70051316
版本更新,新一轮英雄调整,新一轮英雄调整,"('最新英雄更新', 2)",0.9374902,5,0.285714286,0.741957443
版本更新,官方官网公告,官方官网公告,"('这次公告', 2)",0.94381934,4,0.333333333,0.760673541
版本更新,英雄最新整改,英雄最新整改,"('英雄更新', 2)",0.90911067,3,0.5,0.786377466
版本更新,二十四更新,二十四更新,"('更新', 2)",0.9009547,3,0.4,0.750668306
版本更新,可是英雄调整,可是英雄调整,"('英雄更新', 2)",0.87703353,4,0.333333333,0.713923472
版本更新,一更新二十,一更新二十,"('新更新', 2)",0.885079,3,0.4,0.739555318
版本更新,今天更没更新,今天更没更新,"('更新', 2)",0.87910664,4,0.333333333,0.715374649
版本更新,最近常用英雄在哪里改,最近常用英雄在哪里改,"('最新英雄更新', 2)",0.87815887,7,0.3,0.704711207
版本更新,增强英雄上线了吗,增强英雄上线,"('英雄更新', 2)",0.89922786,4,0.333333333,0.7294595
版本更新,我游戏需要更新吗,我游戏需要更新,"('我要更新', 2)",0.9047284,3,0.571428571,0.80473846
版本更新,最近重做的英雄,最近重做英雄,"('最新英雄更新', 2)",0.93174493,5,0.166666667,0.702221453
版本更新,六月的更新,六月更新,"('近期更新', 2)",0.9103082,2,0.5,0.787215728
版本更新,最近有没有什么新英雄？,最近有没有什么新英雄？,"('最新英雄更新', 2)",0.93488634,8,0.272727273,0.736238617
版本更新,下次出的英雄是什么,下次出英雄是什么,"('最新英雄更新', 2)",0.89355063,6,0.25,0.700485444
版本更新,下一个新英雄啥时候出啊,下一个新英雄啥时候出,"('最新英雄更新', 2)",0.8766444,7,0.3,0.703651061
版本更新,下步更新,下步更新,"('这次更新', 2)",0.9381559,2,0.5,0.806709123
版本更新,没出英雄都没出,没出英雄都没出,"('最新英雄更新', 2)",0.87942225,5,0.285714286,0.701309859
版本更新,装备都更新了吗,装备都更新,"('新更新', 2)",0.8857075,3,0.4,0.739995248
版本更新,最近出现了哪些新皮肤,最近出现哪些新皮肤,"('最近更新', 2)",0.88362443,6,0.333333333,0.718537104
版本更新,近期英雄有哪些调整,近期英雄有哪些调整,"('最新英雄更新', 2)",0.9323216,7,0.222222222,0.719291792
版本更新,那个项羽最近的版本更新,那个项羽最近版本更新,"('最近版本更新', 2)",0.8807834,4,0.6,0.796548365
版本更新,3月28日更新内容,月28日更新内容,"('近期更新', 2)",0.897924,6,0.25,0.703546804
版本更新,3月28日更新。,月28日更新,"('近期更新', 2)",0.8753768,4,0.333333333,0.712763774
版本更新,拥有英雄查询,拥有英雄查询,"('最新英雄更新', 2)",0.86231685,4,0.333333333,0.703621793
版本更新,都更新完了,都更新完,"('新更新', 2)",0.88271224,2,0.5,0.767898571
版本更新,自动更新自动更新,自动更新自动更新,"('更新', 2)",0.8991778,6,0.25,0.704424453
版本更新,8.16公告,8.16公告,"('这次公告', 2)",0.9167222,4,0.333333333,0.741705525
版本更新,现在有哪些英雄加强的,现在有哪些英雄加强,"('最近英雄更新', 2)",0.9250787,7,0.222222222,0.71422175
版本更新,查看本次更新内容,查看本次更新内容,"('查一下这次更新', 2)",0.94494206,5,0.375,0.77395944
版本更新,新英雄在那里的,新英雄在那里,"('英雄更新', 2)",0.8646935,4,0.333333333,0.705285466
版本更新,那会更新赛季,那会更新赛季,"('近期更新', 2)",0.8576341,4,0.333333333,0.700343889
版本更新,最近调整了那个英雄,最近调整那个英雄,"('最近英雄更新', 2)",0.943094,6,0.25,0.735165811
版本更新,我现在要更新吗,我现在要更新,"('我要更新', 2)",0.9725653,2,0.666666667,0.880795705
版本更新,我说几号更新,我说几号更新,"('查一下更新', 2)",0.87088245,4,0.333333333,0.709617716
版本更新,英雄征兆,英雄征兆,"('英雄公告', 2)",0.85309386,2,0.5,0.747165704
版本更新,英雄升级在哪进去,英雄升级在进去,"('英雄更新', 2)",0.88615817,5,0.285714286,0.706025004
版本更新,现在要更新了吗,现在要更新,"('这次更新', 2)",0.96269286,3,0.4,0.793885
版本更新,3月份更新内容,月份更新内容,"('近期更新', 2)",0.88087803,4,0.333333333,0.716614622
版本更新,7月10日更新,月10日更新,"('近期更新', 2)",0.8916511,4,0.333333333,0.724155766
版本更新,本次更新更新对战,本次更新更新对战,"('本次更新', 2)",0.87023914,4,0.5,0.759167397
版本更新,王者还更新吗？,王者还更新？,"('查一下更新', 2)",0.86606836,4,0.333333333,0.706247854
版本更新,英雄改版优化,英雄改版优化,"('英雄更新', 2)",0.89925057,4,0.333333333,0.729475397
版本更新,最近高难度的英雄是谁,最近高难度英雄是谁,"('最新英雄更新', 2)",0.8766066,6,0.333333333,0.713624609
版本更新,赛季马上更新了吗,赛季马上更新,"('这次更新', 2)",0.8759583,4,0.333333333,0.713170826
版本更新,我的英雄换错了,我英雄换错,"('英雄更新', 2)",0.8296465,3,0.4,0.700752569
版本更新,各版本英雄调整,各版本英雄调整,"('最新英雄更新', 2)",0.9108929,5,0.285714286,0.723339318
版本更新,新买英雄多久刷新一次,新买英雄多久刷新一次,"('新英雄更新', 2)",0.8292867,6,0.4,0.700500686
版本更新,这个版本不一样是怎么回事呢，,这个版本是怎么回事，,"('这次版本更新', 2)",0.8771707,7,0.3,0.704019477
版本更新,新手英雄,新手英雄,"('新英雄更新', 2)",0.8843559,3,0.4,0.739049132
版本更新,最近有什么新东西,最近有什么新东西,"('最近更新', 2)",0.90226865,5,0.375,0.744088054
版本更新,更久的,更久,"('更新', 2)",0.80399764,1,0.5,0.712798345
版本更新,游戏公告啊,游戏公告,"('更新公告', 2)",0.8997963,2,0.5,0.779857415
版本更新,新英雄诺多利亚,新英雄诺多利亚,"('新英雄更新', 2)",0.8755268,4,0.428571429,0.741440179
版本更新,更新修复,更新修复,"('更新', 2)",0.937186,2,0.5,0.806030202
版本更新,要好久更新,要好久更新,"('查一下更新', 2)",0.88632035,3,0.4,0.740424247
版本更新,更新公告哪里,更新公告哪里,"('更新公告', 2)",0.90507233,2,0.666666667,0.833550632
版本更新,最近两个月有哪些英雄调整,最近两个月有哪些英雄调整,"('最新英雄更新', 2)",0.91154337,9,0.25,0.713080359
版本更新,最近什么英雄削弱,最近什么英雄削弱,"('最新英雄更新', 2)",0.88232785,5,0.375,0.730129498
版本更新,9号会更新吗,号会更新,"('这次更新', 2)",0.8849544,2,0.5,0.769468075
版本更新,版本什么时候更新完,版本什么时候更新完,"('版本更新', 2)",0.8484247,5,0.444444444,0.727230604
版本更新,我说的是新英雄，海诺,我说是新英雄，海诺,"('新英雄更新', 2)",0.8789962,6,0.333333333,0.715297335
版本更新,更新后英雄,更新后英雄,"('新英雄更新', 2)",0.9582114,4,0.2,0.730747995
版本更新,版本梯0,版本梯,"('版本更新', 2)",0.8505669,2,0.5,0.745396847
版本更新,版版本更新内容,版版本更新内容,"('版本更新', 2)",0.9548834,3,0.571428571,0.839846949
版本更新,十九更新,十九更新,"('更新', 2)",0.8750459,2,0.5,0.762532127
版本更新,新英雄卷在哪使用,新英雄卷在使用,"('新英雄公告', 2)",0.8635083,4,0.428571429,0.733027227
版本更新,新版本在哪里呀,新版本在哪里,"('版本更新', 2)",0.90393823,4,0.333333333,0.732756764
版本更新,召唤新英雄抽点券,召唤新英雄抽点券,"('新英雄公告', 2)",0.85162944,5,0.375,0.708640605
版本更新,3月23日更新公告,月23日更新公告,"('更新公告', 2)",0.94111603,4,0.5,0.808781224
版本更新,最新版本怎么安装,最新版本怎么安装,"('最新版本更新', 2)",0.871126,4,0.5,0.759788197
版本更新,这次伤,这次伤,"('这次更新', 2)",0.8119305,2,0.5,0.718351334
版本更新,体验服游戏更新,体验服游戏更新,"('版本更新', 2)",0.88081014,5,0.285714286,0.702281385
版本更新,嗯，新英雄什么时候出来,嗯，新英雄什么时候出来,"('新英雄更新', 2)",0.8920289,8,0.272727273,0.706238431
版本更新,出了新英雄吗？,出新英雄？,"('最新英雄更新', 2)",0.93188685,3,0.5,0.802320796
版本更新,市场更新,市场更新,"('更新', 2)",0.8267095,2,0.5,0.728696656
版本更新,3月23号更新内容,月23号更新内容,"('近期更新', 2)",0.900908,6,0.25,0.705635595
版本更新,英雄调整预告,英雄调整预告,"('英雄更新', 2)",0.8768352,4,0.333333333,0.713784659
版本更新,最近英雄有什么新调整,最近英雄有什么新调整,"('最近英雄更新', 2)",0.9402752,5,0.5,0.808192635
版本更新,在哪看英雄改动,在看英雄改动,"('最新英雄更新', 2)",0.917943,4,0.333333333,0.742560101
版本更新,最近英雄更改公共,最近英雄更改公共,"('最近英雄更新', 2)",0.89652,3,0.625,0.815064013
版本更新,我要求补充,我要求补充,"('我要更新', 2)",0.83050466,3,0.4,0.701353259
版本更新,新英雄等级,新英雄等级,"('最新英雄更新', 2)",0.88576853,3,0.5,0.770037973
版本更新,赛季更新。,赛季更新,"('最新更新', 2)",0.85939455,2,0.5,0.751576185
版本更新,一多会更新,一多会更新,"('新更新', 2)",0.9127244,3,0.4,0.758907063
版本更新,8月22日公告,月22日公告,"('公告', 2)",0.8850288,4,0.333333333,0.719520146
版本更新,这升级更快,这升级更快,"('这次更新', 2)",0.8865785,3,0.4,0.74060495
版本更新,的新英雄,新英雄,"('英雄更新', 2)",0.91195345,3,0.25,0.713367414
版本更新,英雄要增强,英雄要增强,"('英雄更新', 2)",0.90580785,3,0.4,0.754065497
版本更新,最近优化了皮肤英雄是什么,最近优化皮肤英雄是什么,"('最近英雄更新', 2)",0.90955347,7,0.363636364,0.745778337
版本更新,暃的近期调整,暃近期调整,"('近期更新', 2)",0.87137043,3,0.4,0.729959304
版本更新,最近英雄跟新,最近英雄跟新,"('最近英雄更新', 2)",0.96139586,1,0.833333333,0.922977102
版本更新,下赛季新英雄有哪些,下赛季新英雄有哪些,"('最新英雄更新', 2)",0.9069227,6,0.333333333,0.734845889
版本更新,擅自更新,擅自更新,"('更新', 2)",0.85251045,2,0.5,0.746757317
版本更新,谁是英雄，新赛季,谁是英雄，新赛季,"('最新英雄更新', 2)",0.8750357,5,0.375,0.725024992
版本更新,新增英雄称号,新增英雄称号,"('最新英雄更新', 2)",0.9033859,4,0.333333333,0.732370114
版本更新,新英雄射手的,新英雄射手,"('英雄更新', 2)",0.86296815,3,0.4,0.724077703
版本更新,新版本资源下载,新版本资源下载,"('最新版本更新', 2)",0.92512655,5,0.285714286,0.733302873
版本更新,英雄能换吗,英雄能换,"('英雄更新', 2)",0.876479,2,0.5,0.763535321
版本更新,4月8号更新公告,月号更新公告,"('更新公告', 2)",0.9185091,2,0.666666667,0.842956388
版本更新,英雄的标周几更新,英雄标周几更新,"('英雄更新', 2)",0.8022356,3,0.571428571,0.732993494
版本更新,咋样，更新到最新版本,咋样，更新到最新版本,"('最新版本更新', 2)",0.9187467,8,0.2,0.703122697
版本更新,更新到哪里了,更新到哪里,"('更新', 2)",0.8797797,3,0.4,0.735845788
版本更新,体验服更新体服更新,体验服更新体服更新,"('最新版本更新', 2)",0.8809118,6,0.333333333,0.716638279
版本更新,版本怎么更新了,版本怎么更新,"('版本更新', 2)",0.9380067,2,0.666666667,0.856604689
版本更新,守约更新日志,守约更新日志,"('更新', 2)",0.8634043,4,0.333333333,0.704382992
版本更新,更新预选,更新预选,"('更新', 2)",0.91412085,2,0.5,0.789884597
版本更新,最近真抢英雄,最近真抢英雄,"('最近英雄更新', 2)",0.9046869,4,0.333333333,0.733280849
版本更新,5月18号更新内容,月18号更新内容,"('本次更新', 2)",0.90365434,6,0.25,0.707558036
版本更新,最近修复,最近修复,"('最近更新', 2)",0.9055085,2,0.5,0.783855963
版本更新,最近的本命英雄是谁,最近本命英雄是谁,"('最近英雄更新', 2)",0.90437317,4,0.5,0.783061218
版本更新,这次了吗，是,这次，是,"('这次更新', 2)",0.85755855,2,0.5,0.750290984
版本更新,版本不一样，怎么更新版本,版本，怎么更新版本,"('版本更新', 2)",0.9081357,5,0.444444444,0.769028332
版本更新,重新英雄碎片,重新英雄碎片,"('英雄更新', 2)",0.85811234,4,0.333333333,0.700678635
版本更新,英雄成立吧,英雄成立,"('英雄公告', 2)",0.870808,2,0.5,0.759565604
版本更新,六月更新,六月更新,"('近期更新', 2)",0.9103082,2,0.5,0.787215728
版本更新,最新赛季有皮肤的英雄是什么,最新赛季有皮肤英雄是什么,"('最新英雄更新', 2)",0.8752605,8,0.333333333,0.712682331
版本更新,邀请，版本过低。又没有更新内容,邀请，版本过低又没有更新内容,"('这次版本更新', 2)",0.8871465,10,0.285714286,0.706716817
版本更新,有什么更新公告,有什么更新公告,"('查一下更新', 2)",0.9295065,5,0.285714286,0.736368822
版本更新,从哪看王者公告,从看王者公告,"('英雄公告', 2)",0.86455095,4,0.333333333,0.705185664
版本更新,近日更新,近日更新,"('近期更新', 2)",0.9902451,1,0.75,0.918171573
版本更新,最近上线,最近上线,"('最近更新', 2)",0.9478601,2,0.5,0.813502085
版本更新,人家更新了,人家更新,"('新更新', 2)",0.9232323,2,0.5,0.796262622
版本更新,这次版本更新英雄调整了些什么,这次版本更新英雄调整些什么,"('最新英雄更新', 2)",0.90898836,10,0.230769231,0.705522619
版本更新,最新英雄S十三赛季,最新英雄s十三赛季,"('最新英雄更新', 2)",0.8906908,5,0.444444444,0.756816896
版本更新,有啥新英雄,有啥新英雄,"('最新英雄更新', 2)",0.9289842,4,0.333333333,0.750288957
版本更新,最近哪一个英雄好玩。,最近一个英雄好玩,"('最新英雄更新', 2)",0.9177023,5,0.375,0.754891622
版本更新,英雄新元,英雄新元,"('英雄更新', 2)",0.85510695,2,0.5,0.748574865
版本更新,上分英雄，新赛季,上分英雄，新赛季,"('最新英雄更新', 2)",0.8886168,5,0.375,0.73453176
版本更新,今天赛季更新了吗,今天赛季更新,"('这次英雄更新', 2)",0.8683915,4,0.333333333,0.70787406
版本更新,什么时候版本更新好啊,什么时候版本更新好,"('查一下版本更新', 2)",0.8626717,5,0.444444444,0.737203505
版本更新,最近或者,最近或者,"('最近更新', 2)",0.883796,2,0.5,0.768657184
版本更新,今日狗公告,今日狗公告,"('这次公告', 2)",0.87006044,3,0.4,0.729042311
